Group	Project	BugID	hasEnum	hasSTrace	hasCR	hasCE	NTk	NLocalTk	NDiskTk	NDistCE	RatioDistTk	RatioDistCE
Commons	IO	113	0	0	0	1	25	3	18	5	0.013403	0.003723
Commons	IO	117	0	0	0	1	30	6	20	2	0.014892	0.001489
Commons	IO	132	1	0	0	1	157	33	107	13	0.079672	0.00968
Commons	IO	136	0	0	0	1	49	5	28	4	0.020849	0.002978
Commons	IO	141	0	0	1	1	53	5	34	4	0.025316	0.002978
Commons	IO	147	0	0	1	1	50	9	33	5	0.024572	0.003723
Commons	IO	150	0	0	0	1	13	6	11	3	0.008191	0.002234
Commons	IO	160	0	0	1	1	478	39	130	24	0.096798	0.01787
Commons	IO	161	0	0	1	1	50	19	39	5	0.029039	0.003723
Commons	IO	163	0	0	1	1	50	8	32	4	0.023827	0.002978
Commons	IO	166	0	0	0	1	7	2	6	1	0.004468	0.000745
Commons	IO	167	0	0	0	0	14	1	13	0	0.00968	0
Commons	IO	168	1	0	0	1	72	3	25	1	0.018615	0.000745
Commons	IO	179	0	1	1	1	45	7	21	10	0.015637	0.007446
Commons	IO	180	0	0	1	1	30	3	22	6	0.016381	0.004468
Commons	IO	181	0	0	0	1	32	9	28	2	0.020849	0.001489
Commons	IO	185	0	0	0	1	125	10	47	16	0.034996	0.011914
Commons	IO	187	0	0	0	1	35	0	24	3	0.01787	0.002234
Commons	IO	190	0	0	0	1	49	3	26	2	0.01936	0.001489
Commons	IO	197	0	0	0	1	77	12	54	8	0.040208	0.005957
Commons	IO	201	0	0	0	1	44	7	31	2	0.023083	0.001489
Commons	IO	202	0	0	0	1	63	4	48	6	0.035741	0.004468
Commons	IO	206	0	0	0	1	24	7	18	1	0.013403	0.000745
Commons	IO	207	0	0	0	1	19	3	15	1	0.011169	0.000745
Commons	IO	209	0	0	0	1	58	9	32	1	0.023827	0.000745
Commons	IO	212	0	0	0	1	24	0	16	2	0.011914	0.001489
Commons	IO	216	0	0	0	1	31	8	23	3	0.017126	0.002234
Commons	IO	217	0	0	1	1	42	5	27	3	0.020104	0.002234
Commons	IO	220	0	0	0	1	82	17	55	6	0.040953	0.004468
Commons	IO	223	0	0	0	1	45	2	28	2	0.020849	0.001489
Commons	IO	231	0	0	1	1	33	1	16	4	0.011914	0.002978
Commons	IO	243	0	0	0	1	28	9	23	3	0.017126	0.002234
Commons	IO	246	0	0	1	1	29	7	23	2	0.017126	0.001489
Commons	IO	248	0	0	1	1	59	2	23	5	0.017126	0.003723
Commons	IO	252	0	0	0	1	56	4	29	10	0.021593	0.007446
Commons	IO	257	0	0	1	1	72	4	42	10	0.031273	0.007446
Commons	IO	258	0	0	0	1	34	5	23	2	0.017126	0.001489
Commons	IO	260	0	0	0	1	21	7	21	4	0.015637	0.002978
Commons	IO	263	0	0	0	1	48	5	35	2	0.026061	0.001489
Commons	IO	264	0	0	0	1	24	3	18	4	0.013403	0.002978
Commons	IO	266	0	1	1	1	193	28	86	31	0.064036	0.023083
Commons	IO	272	0	0	0	1	16	2	12	1	0.008935	0.000745
Commons	IO	274	0	0	0	1	23	6	22	4	0.016381	0.002978
Commons	IO	277	0	0	1	1	96	17	56	15	0.041698	0.011169
Commons	IO	298	0	0	0	1	16	1	12	2	0.008935	0.001489
Commons	IO	299	0	0	1	1	59	9	33	7	0.024572	0.005212
Commons	IO	302	0	0	0	1	35	5	27	5	0.020104	0.003723
Commons	IO	303	0	0	1	1	41	3	23	8	0.017126	0.005957
Commons	IO	304	0	0	1	1	20	4	12	1	0.008935	0.000745
Commons	IO	306	0	0	0	1	22	0	17	2	0.012658	0.001489
Commons	IO	307	0	0	0	1	23	4	22	2	0.016381	0.001489
Commons	IO	319	0	0	0	1	210	14	47	9	0.034996	0.006701
Commons	IO	323	0	0	0	1	15	1	9	1	0.006701	0.000745
Commons	IO	329	0	0	1	1	44	7	32	5	0.023827	0.003723
Commons	IO	331	0	0	1	1	172	37	88	25	0.065525	0.018615
Commons	IO	336	0	0	1	1	25	10	15	4	0.011169	0.002978
Commons	IO	339	0	0	1	1	125	16	72	14	0.053611	0.010424
Commons	IO	343	0	0	1	1	89	10	39	9	0.029039	0.006701
Commons	IO	354	0	0	1	1	118	17	63	13	0.04691	0.00968
Commons	IO	355	0	0	0	1	69	12	41	4	0.030529	0.002978
Commons	IO	356	0	0	0	1	49	6	33	3	0.024572	0.002234
Commons	IO	362	0	0	1	1	44	5	24	4	0.01787	0.002978
Commons	IO	368	0	1	1	1	306	46	95	44	0.070737	0.032762
Commons	IO	374	0	0	0	1	29	6	15	2	0.011169	0.001489
Commons	IO	383	0	0	0	1	46	3	29	1	0.021593	0.000745
Commons	IO	390	0	0	0	1	32	4	24	3	0.01787	0.002234
Commons	IO	423	0	0	0	1	25	3	17	2	0.012658	0.001489
Commons	IO	428	0	0	1	1	118	15	63	24	0.04691	0.01787
Commons	IO	436	0	0	0	1	54	5	26	3	0.01936	0.002234
Commons	IO	453	1	0	0	1	87	17	61	5	0.045421	0.003723
Commons	IO	462	0	0	0	1	19	5	15	1	0.011169	0.000745
Commons	IO	466	0	0	1	1	55	7	32	7	0.023827	0.005212
Commons	IO	481	0	0	1	1	40	7	34	7	0.025316	0.005212
Commons	IO	484	0	0	0	1	16	4	14	2	0.010424	0.001489
Commons	IO	492	0	0	0	1	27	5	21	2	0.015637	0.001489
Commons	IO	494	0	0	0	1	24	5	20	4	0.014892	0.002978
Commons	IO	502	0	0	0	0	17	2	12	0	0.008935	0
Commons	LANG	733	0	0	1	1	28	2	19	6	0.007224	0.002281
Commons	LANG	1027	0	0	0	1	40	5	28	4	0.010646	0.001521
Commons	LANG	521	0	0	1	1	58	3	32	5	0.012167	0.001901
Commons	LANG	1035	0	0	0	1	28	0	23	1	0.008745	0.00038
Commons	LANG	1041	0	0	0	1	14	1	14	2	0.005323	0.00076
Commons	LANG	530	0	1	1	1	99	7	45	16	0.01711	0.006084
Commons	LANG	535	0	0	1	1	33	6	17	3	0.006464	0.001141
Commons	LANG	538	0	0	1	1	149	3	63	17	0.023954	0.006464
Commons	LANG	1003	0	0	1	1	25	6	18	5	0.006844	0.001901
Commons	LANG	1055	0	0	1	1	103	10	51	17	0.019392	0.006464
Commons	LANG	1061	0	1	1	1	783	348	387	13	0.147148	0.004943
Commons	LANG	552	0	0	1	1	91	9	54	10	0.020532	0.003802
Commons	LANG	775	0	0	1	1	55	9	36	11	0.013688	0.004183
Commons	LANG	1068	0	0	0	1	20	2	14	1	0.005323	0.00038
Commons	LANG	1069	0	0	1	1	58	3	30	1	0.011407	0.00038
Commons	LANG	1071	0	0	0	1	76	3	32	6	0.012167	0.002281
Commons	LANG	1072	0	0	1	1	47	2	20	4	0.007605	0.001521
Commons	LANG	1073	0	0	1	1	59	0	21	6	0.007985	0.002281
Commons	LANG	1081	0	0	0	1	23	0	16	2	0.006084	0.00076
Commons	LANG	59	0	0	1	1	37	7	24	3	0.009125	0.001141
Commons	LANG	1087	0	0	0	1	23	2	16	4	0.006084	0.001521
Commons	LANG	66	0	0	0	1	16	3	11	1	0.004183	0.00038
Commons	LANG	1092	0	0	1	1	109	10	70	17	0.026616	0.006464
Commons	LANG	69	1	0	1	1	45	5	27	5	0.010266	0.001901
Commons	LANG	584	0	0	0	1	23	6	16	3	0.006084	0.001141
Commons	LANG	587	0	0	0	1	8	1	8	1	0.003042	0.00038
Commons	LANG	1104	0	0	0	1	142	21	72	6	0.027376	0.002281
Commons	LANG	593	0	0	0	1	44	7	36	4	0.013688	0.001521
Commons	LANG	596	0	0	1	1	129	15	64	20	0.024335	0.007605
Commons	LANG	1112	0	0	0	1	17	2	15	2	0.005703	0.00076
Commons	LANG	602	0	0	0	1	71	12	42	6	0.01597	0.002281
Commons	LANG	783	0	0	0	1	45	2	13	1	0.004943	0.00038
Commons	LANG	1116	0	1	0	1	93	6	36	10	0.013688	0.003802
Commons	LANG	606	0	0	1	1	37	5	17	9	0.006464	0.003422
Commons	LANG	1120	0	0	1	1	15	1	11	3	0.004183	0.001141
Commons	LANG	100	0	0	0	1	30	0	24	1	0.009125	0.00038
Commons	LANG	613	0	0	0	1	31	2	16	1	0.006084	0.00038
Commons	LANG	102	0	0	0	0	28	4	24	0	0.009125	0
Commons	LANG	617	0	0	1	1	116	6	58	9	0.022053	0.003422
Commons	LANG	1132	0	0	0	1	28	1	20	4	0.007605	0.001521
Commons	LANG	1133	0	1	0	1	50	7	30	8	0.011407	0.003042
Commons	LANG	624	0	1	0	1	89	7	31	15	0.011787	0.005703
Commons	LANG	1141	0	0	0	1	80	6	47	2	0.017871	0.00076
Commons	LANG	1142	0	0	0	1	68	8	42	8	0.01597	0.003042
Commons	LANG	631	0	0	0	1	69	6	32	8	0.012167	0.003042
Commons	LANG	1144	0	0	1	1	129	14	61	16	0.023194	0.006084
Commons	LANG	1147	0	0	0	1	61	5	35	3	0.013308	0.001141
Commons	LANG	638	0	0	0	1	21	1	15	4	0.005703	0.001521
Commons	LANG	1152	0	0	1	1	134	9	49	21	0.018631	0.007985
Commons	LANG	635	0	0	1	1	23	3	15	4	0.005703	0.001521
Commons	LANG	645	0	0	1	1	154	9	66	19	0.025095	0.007224
Commons	LANG	646	0	0	1	1	77	13	41	8	0.015589	0.003042
Commons	LANG	1162	0	0	0	1	55	3	38	10	0.014449	0.003802
Commons	LANG	1163	0	0	0	1	17	1	14	2	0.005323	0.00076
Commons	LANG	656	0	0	0	1	37	6	24	2	0.009125	0.00076
Commons	LANG	658	0	0	0	1	64	13	48	4	0.018251	0.001521
Commons	LANG	659	0	0	0	1	26	4	13	1	0.004943	0.00038
Commons	LANG	662	0	0	1	1	62	13	34	14	0.012928	0.005323
Commons	LANG	1178	0	0	0	1	52	3	30	2	0.011407	0.00076
Commons	LANG	879	0	0	1	1	774	41	90	71	0.034221	0.026996
Commons	LANG	1181	0	0	0	1	5	0	4	1	0.001521	0.00038
Commons	LANG	1182	1	0	1	1	85	6	47	9	0.017871	0.003422
Commons	LANG	672	0	0	0	1	22	0	18	1	0.006844	0.00038
Commons	LANG	1187	0	0	1	1	21	2	18	5	0.006844	0.001901
Commons	LANG	1188	0	0	1	1	39	5	23	3	0.008745	0.001141
Commons	LANG	1189	0	0	0	1	19	4	10	6	0.003802	0.002281
Commons	LANG	1190	0	0	1	1	88	15	44	27	0.01673	0.010266
Commons	LANG	1191	0	0	0	1	30	0	16	4	0.006084	0.001521
Commons	LANG	1192	0	1	1	1	171	3	53	20	0.020152	0.007605
Commons	LANG	1193	0	0	0	1	42	1	22	3	0.008365	0.001141
Commons	LANG	1197	0	0	0	1	28	9	22	2	0.008365	0.00076
Commons	LANG	1199	0	0	1	1	61	15	42	5	0.01597	0.001901
Commons	LANG	1200	0	0	0	1	15	1	15	3	0.005703	0.001141
Commons	LANG	1202	0	0	0	1	16	1	11	2	0.004183	0.00076
Commons	LANG	773	0	0	0	1	13	3	9	2	0.003422	0.00076
Commons	LANG	1205	0	0	0	1	40	2	24	6	0.009125	0.002281
Commons	LANG	1207	0	0	1	1	85	4	43	10	0.01635	0.003802
Commons	LANG	1209	0	0	0	1	12	0	10	2	0.003802	0.00076
Commons	LANG	1214	0	0	0	1	37	6	29	6	0.011027	0.002281
Commons	LANG	1215	0	0	1	1	26	0	21	6	0.007985	0.002281
Commons	LANG	1216	0	0	0	1	45	7	34	3	0.012928	0.001141
Commons	LANG	705	0	0	0	1	28	2	23	3	0.008745	0.001141
Commons	LANG	1219	0	0	1	1	200	22	86	27	0.0327	0.010266
Commons	LANG	1285	0	1	0	1	157	6	36	18	0.013688	0.006844
Commons	LANG	710	0	0	0	1	75	3	26	13	0.009886	0.004943
Commons	LANG	972	0	0	0	1	13	1	7	4	0.002662	0.001521
Commons	LANG	1226	0	0	1	1	28	5	20	4	0.007605	0.001521
Commons	LANG	1229	0	0	0	1	107	16	73	4	0.027757	0.001521
Commons	LANG	1230	0	0	0	1	72	6	48	4	0.018251	0.001521
Commons	LANG	719	0	0	0	1	48	0	26	2	0.009886	0.00076
Commons	LANG	1232	0	0	0	1	24	0	17	4	0.006464	0.001521
Commons	LANG	1235	0	0	1	1	39	5	30	6	0.011407	0.002281
Commons	LANG	1239	0	0	0	1	5	0	5	3	0.001901	0.001141
Commons	LANG	728	0	0	1	1	58	11	44	3	0.01673	0.001141
Commons	LANG	1242	0	0	0	1	14	2	14	2	0.005323	0.00076
Commons	LANG	1245	0	0	0	1	24	3	13	3	0.004943	0.001141
Commons	LANG	734	0	0	0	1	16	1	7	2	0.002662	0.00076
Commons	LANG	1248	0	0	0	1	30	5	27	4	0.010266	0.001521
Commons	LANG	720	0	0	1	1	98	16	50	7	0.019011	0.002662
Commons	LANG	1251	0	0	0	1	26	0	14	4	0.005323	0.001521
Commons	LANG	1252	0	0	0	1	35	2	21	5	0.007985	0.001901
Commons	LANG	744	0	1	0	1	103	24	49	21	0.018631	0.007985
Commons	LANG	746	0	0	0	1	22	2	15	4	0.005703	0.001521
Commons	LANG	1261	0	0	1	1	137	10	67	8	0.025475	0.003042
Commons	LANG	1262	0	0	0	1	44	6	26	2	0.009886	0.00076
Commons	LANG	1264	0	0	0	1	15	1	13	2	0.004943	0.00076
Commons	LANG	754	0	0	1	1	143	18	65	24	0.024715	0.009125
Commons	LANG	1269	0	0	0	1	70	6	45	5	0.01711	0.001901
Commons	LANG	1276	0	1	1	1	59	6	25	12	0.009506	0.004563
Commons	LANG	1278	1	0	0	1	67	7	39	6	0.014829	0.002281
Commons	LANG	1281	0	0	0	1	35	2	23	1	0.008745	0.00038
Commons	LANG	259	0	0	0	1	23	4	18	3	0.006844	0.001141
Commons	LANG	772	0	0	0	1	20	2	14	1	0.005323	0.00038
Commons	LANG	261	0	0	0	1	32	1	17	3	0.006464	0.001141
Commons	LANG	1287	0	0	0	1	58	5	45	3	0.01711	0.001141
Commons	LANG	776	0	0	1	1	116	12	56	6	0.021293	0.002281
Commons	LANG	727	0	0	1	1	79	7	30	8	0.011407	0.003042
Commons	LANG	271	0	1	0	1	73	6	36	13	0.013688	0.004943
Commons	LANG	643	0	0	1	1	176	11	70	9	0.026616	0.003422
Commons	LANG	788	0	0	1	1	133	18	73	25	0.027757	0.009506
Commons	LANG	277	0	0	0	1	56	1	23	1	0.008745	0.00038
Commons	LANG	278	0	0	0	1	27	0	15	2	0.005703	0.00076
Commons	LANG	281	0	0	1	1	66	4	32	15	0.012167	0.005703
Commons	LANG	794	0	0	0	1	41	8	31	2	0.011787	0.00076
Commons	LANG	799	1	0	0	1	103	12	66	7	0.025095	0.002662
Commons	LANG	800	0	0	0	1	35	0	26	1	0.009886	0.00038
Commons	LANG	802	0	0	0	1	21	3	18	4	0.006844	0.001521
Commons	LANG	805	0	0	1	1	48	4	32	4	0.012167	0.001521
Commons	LANG	294	0	1	1	1	403	19	62	47	0.023574	0.017871
Commons	LANG	807	0	0	0	1	24	4	18	4	0.006844	0.001521
Commons	LANG	810	0	0	1	1	30	2	23	5	0.008745	0.001901
Commons	LANG	299	0	0	1	1	78	8	30	12	0.011407	0.004563
Commons	LANG	300	0	0	0	1	27	3	20	4	0.007605	0.001521
Commons	LANG	813	0	0	0	1	21	0	17	3	0.006464	0.001141
Commons	LANG	302	0	0	0	1	8	1	7	2	0.002662	0.00076
Commons	LANG	303	0	0	0	1	17	3	14	2	0.005323	0.00076
Commons	LANG	304	0	0	0	1	25	5	24	6	0.009125	0.002281
Commons	LANG	817	0	0	0	1	16	1	9	1	0.003422	0.00038
Commons	LANG	819	0	0	1	1	29	6	19	3	0.007224	0.001141
Commons	LANG	822	0	0	0	1	46	3	36	5	0.013688	0.001901
Commons	LANG	313	0	0	1	1	65	8	37	5	0.014068	0.001901
Commons	LANG	826	0	0	0	1	27	3	22	2	0.008365	0.00076
Commons	LANG	315	0	0	1	1	85	6	27	8	0.010266	0.003042
Commons	LANG	828	0	0	0	1	41	8	34	4	0.012928	0.001521
Commons	LANG	736	0	0	1	1	174	126	153	4	0.058175	0.001521
Commons	LANG	323	0	0	0	1	47	9	38	6	0.014449	0.002281
Commons	LANG	838	0	0	0	1	54	3	28	3	0.010646	0.001141
Commons	LANG	328	0	0	0	1	55	7	38	4	0.014449	0.001521
Commons	LANG	693	0	0	0	1	37	2	27	3	0.010266	0.001141
Commons	LANG	339	0	0	0	1	18	3	10	1	0.003802	0.00038
Commons	LANG	857	0	1	1	1	85	2	43	15	0.01635	0.005703
Commons	LANG	346	0	0	1	1	60	6	29	10	0.011027	0.003802
Commons	LANG	862	0	0	1	1	234	22	102	13	0.038783	0.004943
Commons	LANG	865	0	0	0	1	37	6	29	2	0.011027	0.00076
Commons	LANG	361	0	0	0	1	30	1	15	3	0.005703	0.001141
Commons	LANG	363	0	0	1	1	133	13	49	6	0.018631	0.002281
Commons	LANG	364	0	0	0	1	14	3	12	2	0.004563	0.00076
Commons	LANG	367	0	0	0	1	37	2	28	3	0.010646	0.001141
Commons	LANG	881	0	0	1	1	25	0	17	2	0.006464	0.00076
Commons	LANG	882	0	0	1	1	194	22	115	15	0.043726	0.005703
Commons	LANG	883	0	0	0	1	38	1	21	5	0.007985	0.001901
Commons	LANG	1001	0	0	0	0	14	2	12	0	0.004563	0
Commons	LANG	575	0	0	1	1	146	20	92	11	0.034981	0.004183
Commons	LANG	380	0	0	0	1	9	2	9	1	0.003422	0.00038
Commons	LANG	381	0	0	1	1	60	4	29	7	0.011027	0.002662
Commons	LANG	814	0	0	0	1	11	0	11	1	0.004183	0.00038
Commons	LANG	901	0	0	0	1	29	4	18	3	0.006844	0.001141
Commons	LANG	902	0	0	0	1	73	3	31	3	0.011787	0.001141
Commons	LANG	393	0	0	0	1	14	0	10	4	0.003802	0.001521
Commons	LANG	915	0	0	0	1	17	3	13	1	0.004943	0.00038
Commons	LANG	916	0	0	1	1	308	20	90	23	0.034221	0.008745
Commons	LANG	917	0	1	1	1	107	9	58	13	0.022053	0.004943
Commons	LANG	920	0	0	0	1	15	3	15	2	0.005703	0.00076
Commons	LANG	921	0	0	0	1	22	1	13	1	0.004943	0.00038
Commons	LANG	412	0	0	0	1	13	2	13	3	0.004943	0.001141
Commons	LANG	414	0	0	1	1	327	8	52	19	0.019772	0.007224
Commons	LANG	581	0	0	0	1	57	3	24	8	0.009125	0.003042
Commons	LANG	418	0	0	0	1	47	4	27	1	0.010266	0.00038
Commons	LANG	419	0	0	0	1	33	1	15	5	0.005703	0.001901
Commons	LANG	421	0	0	1	1	110	5	50	8	0.019011	0.003042
Commons	LANG	423	0	0	0	1	63	3	33	5	0.012548	0.001901
Commons	LANG	936	0	0	0	1	68	5	50	3	0.019011	0.001141
Commons	LANG	428	0	0	0	1	13	1	8	1	0.003042	0.00038
Commons	LANG	429	0	1	0	1	66	6	36	8	0.013688	0.003042
Commons	LANG	943	0	0	0	1	135	24	63	5	0.023954	0.001901
Commons	LANG	432	0	0	0	1	16	2	14	1	0.005323	0.00038
Commons	LANG	946	0	0	0	1	25	6	22	4	0.008365	0.001521
Commons	LANG	948	0	0	0	1	70	3	32	8	0.012167	0.003042
Commons	LANG	951	0	0	1	1	77	3	41	8	0.015589	0.003042
Commons	LANG	440	0	0	1	1	112	8	33	9	0.012548	0.003422
Commons	LANG	954	0	1	1	1	144	13	55	18	0.020913	0.006844
Commons	LANG	957	0	0	1	1	43	4	26	5	0.009886	0.001901
Commons	LANG	961	0	0	0	1	40	6	25	5	0.009506	0.001901
Commons	LANG	969	0	0	0	1	13	3	10	2	0.003802	0.00076
Commons	LANG	459	0	0	0	1	87	18	66	6	0.025095	0.002281
Commons	LANG	460	0	0	0	1	21	3	11	4	0.004183	0.001521
Commons	LANG	464	0	0	1	1	52	3	35	7	0.013308	0.002662
Commons	LANG	977	0	0	1	1	150	11	78	10	0.029658	0.003802
Commons	LANG	978	0	0	0	1	140	15	80	9	0.030418	0.003422
Commons	LANG	467	0	0	1	1	304	29	115	35	0.043726	0.013308
Commons	LANG	468	0	0	0	1	8	0	7	1	0.002662	0.00038
Commons	LANG	473	0	0	1	1	36	0	22	2	0.008365	0.00076
Commons	LANG	987	0	0	1	1	105	6	46	8	0.01749	0.003042
Commons	LANG	477	0	0	1	1	100	13	55	16	0.020913	0.006084
Commons	LANG	478	0	0	0	1	80	10	53	5	0.020152	0.001901
Commons	LANG	480	0	0	1	1	70	14	53	5	0.020152	0.001901
Commons	LANG	481	0	0	1	1	105	15	54	7	0.020532	0.002662
Commons	LANG	995	0	0	0	1	17	1	16	2	0.006084	0.00076
Commons	LANG	849	0	0	1	1	26	3	15	3	0.005703	0.001141
Commons	LANG	1000	0	0	0	1	45	6	32	4	0.012167	0.001521
Commons	LANG	764	0	0	0	1	13	2	8	2	0.003042	0.00076
Commons	LANG	1002	0	0	0	1	57	12	47	2	0.017871	0.00076
Commons	LANG	679	0	0	0	1	14	2	13	2	0.004943	0.00076
Commons	LANG	1004	1	0	0	1	54	5	39	3	0.014829	0.001141
Commons	LANG	971	0	0	0	1	31	2	21	4	0.007985	0.001521
Commons	LANG	1018	0	0	1	1	84	15	50	10	0.019011	0.003802
Commons	LANG	509	0	0	0	1	108	9	68	7	0.025856	0.002662
Commons	MATH	519	1	1	1	1	83	31	59	9	0.023056	0.003517
Commons	MATH	1033	0	0	1	1	43	8	27	6	0.010551	0.002345
Commons	MATH	855	0	0	0	1	24	1	17	2	0.006643	0.000782
Commons	MATH	1037	0	0	0	1	50	8	40	2	0.015631	0.000782
Commons	MATH	529	0	0	0	1	26	0	19	2	0.007425	0.000782
Commons	MATH	205	0	0	0	1	27	5	16	1	0.006252	0.000391
Commons	MATH	531	0	0	0	1	23	1	18	1	0.007034	0.000391
Commons	MATH	532	0	0	1	1	126	5	34	5	0.013286	0.001954
Commons	MATH	1045	0	0	0	1	73	4	50	1	0.019539	0.000391
Commons	MATH	1051	0	0	0	1	28	2	25	2	0.009769	0.000782
Commons	MATH	540	0	0	0	1	16	1	12	1	0.004689	0.000391
Commons	MATH	1056	0	0	1	1	75	8	53	7	0.020711	0.002735
Commons	MATH	1058	0	0	0	1	67	11	53	3	0.020711	0.001172
Commons	MATH	1059	0	0	0	1	30	4	19	2	0.007425	0.000782
Commons	MATH	552	0	0	1	1	20	1	13	5	0.00508	0.001954
Commons	MATH	1065	0	0	0	1	19	2	14	1	0.005471	0.000391
Commons	MATH	42	0	0	1	1	149	11	63	15	0.024619	0.005862
Commons	MATH	1067	0	0	1	1	60	6	40	6	0.015631	0.002345
Commons	MATH	1068	0	0	0	1	43	1	30	4	0.011723	0.001563
Commons	MATH	1070	0	0	0	1	45	3	27	3	0.010551	0.001172
Commons	MATH	691	0	0	1	1	46	6	27	11	0.010551	0.004299
Commons	MATH	692	1	0	0	1	196	17	94	6	0.036733	0.002345
Commons	MATH	60	0	0	1	1	118	3	49	11	0.019148	0.004299
Commons	MATH	573	0	0	0	1	22	2	15	2	0.005862	0.000782
Commons	MATH	575	0	0	0	1	23	6	18	2	0.007034	0.000782
Commons	MATH	1088	0	0	0	1	9	0	9	3	0.003517	0.001172
Commons	MATH	1376	0	0	1	1	105	6	42	10	0.016413	0.003908
Commons	MATH	578	0	0	1	1	60	4	27	5	0.010551	0.001954
Commons	MATH	182	0	0	0	0	18	4	12	0	0.004689	0
Commons	MATH	582	0	0	0	1	65	1	34	1	0.013286	0.000391
Commons	MATH	865	0	0	0	1	48	3	32	2	0.012505	0.000782
Commons	MATH	1096	0	0	0	1	61	7	43	4	0.016803	0.001563
Commons	MATH	588	0	1	1	1	120	11	55	12	0.021493	0.004689
Commons	MATH	589	0	0	0	1	22	4	12	3	0.004689	0.001172
Commons	MATH	184	0	0	0	1	19	1	14	3	0.005471	0.001172
Commons	MATH	85	0	0	1	1	37	7	21	7	0.008206	0.002735
Commons	MATH	1110	0	0	0	1	187	13	96	5	0.037515	0.001954
Commons	MATH	1111	0	0	0	1	30	2	21	3	0.008206	0.001172
Commons	MATH	1112	0	0	0	1	48	6	37	2	0.014459	0.000782
Commons	MATH	601	0	0	1	1	44	4	34	2	0.013286	0.000782
Commons	MATH	904	0	0	0	1	41	2	25	2	0.009769	0.000782
Commons	MATH	1116	0	0	1	1	49	6	44	7	0.017194	0.002735
Commons	MATH	1118	0	0	1	1	92	4	42	8	0.016413	0.003126
Commons	MATH	546	0	0	1	1	45	4	38	3	0.01485	0.001172
Commons	MATH	272	0	0	0	0	11	1	11	0	0.004299	0
Commons	MATH	1129	0	0	1	1	45	9	27	10	0.010551	0.003908
Commons	MATH	1131	0	0	1	1	44	6	28	4	0.010942	0.001563
Commons	MATH	530	0	0	0	1	29	0	21	2	0.008206	0.000782
Commons	MATH	1134	0	0	1	1	56	7	36	5	0.014068	0.001954
Commons	MATH	1135	0	0	1	1	204	13	64	16	0.02501	0.006252
Commons	MATH	1138	0	0	1	1	78	10	39	9	0.01524	0.003517
Commons	MATH	1145	0	0	0	1	45	7	36	5	0.014068	0.001954
Commons	MATH	1146	1	0	0	1	79	3	53	3	0.020711	0.001172
Commons	MATH	1148	0	1	0	1	167	23	70	24	0.027354	0.009379
Commons	MATH	1149	0	0	1	1	91	13	37	23	0.014459	0.008988
Commons	MATH	533	0	0	0	1	26	1	19	2	0.007425	0.000782
Commons	MATH	1152	0	0	1	1	67	9	44	10	0.017194	0.003908
Commons	MATH	1154	1	0	0	1	102	9	60	4	0.023447	0.001563
Commons	MATH	619	0	0	1	1	26	6	17	1	0.006643	0.000391
Commons	MATH	644	0	0	1	1	32	5	25	4	0.009769	0.001563
Commons	MATH	645	1	0	1	1	102	5	33	19	0.012896	0.007425
Commons	MATH	648	0	0	0	1	34	4	25	2	0.009769	0.000782
Commons	MATH	1165	0	0	1	1	50	7	33	7	0.012896	0.002735
Commons	MATH	1167	0	0	1	1	36	3	28	3	0.010942	0.001172
Commons	MATH	1174	0	0	0	1	23	5	22	1	0.008597	0.000391
Commons	MATH	151	0	0	0	1	23	1	16	2	0.006252	0.000782
Commons	MATH	153	0	0	1	1	56	5	40	10	0.015631	0.003908
Commons	MATH	879	0	0	0	0	38	3	31	0	0.012114	0
Commons	MATH	669	0	0	0	1	30	3	24	3	0.009379	0.001172
Commons	MATH	880	0	0	1	1	237	15	56	10	0.021884	0.003908
Commons	MATH	166	0	0	0	1	32	3	26	1	0.01016	0.000391
Commons	MATH	881	0	0	0	1	29	7	21	6	0.008206	0.002345
Commons	MATH	1192	0	0	0	1	8	0	7	1	0.002735	0.000391
Commons	MATH	802	0	0	1	1	77	5	40	11	0.015631	0.004299
Commons	MATH	1197	0	0	0	1	21	4	18	4	0.007034	0.001563
Commons	MATH	175	0	0	1	1	128	12	51	10	0.01993	0.003908
Commons	MATH	200	0	0	1	1	65	7	49	7	0.019148	0.002735
Commons	MATH	1203	0	0	0	1	47	3	38	7	0.01485	0.002735
Commons	MATH	1204	0	0	0	1	13	2	12	2	0.004689	0.000782
Commons	MATH	1205	0	0	1	1	42	4	24	7	0.009379	0.002735
Commons	MATH	1206	0	0	0	1	29	4	21	2	0.008206	0.000782
Commons	MATH	1208	0	0	0	1	15	2	12	3	0.004689	0.001172
Commons	MATH	185	0	0	0	1	24	9	21	4	0.008206	0.001563
Commons	MATH	186	0	0	0	1	127	15	84	5	0.032825	0.001954
Commons	MATH	699	0	0	0	1	23	3	21	1	0.008206	0.000391
Commons	MATH	1214	0	0	0	1	8	1	6	2	0.002345	0.000782
Commons	MATH	191	0	0	0	1	16	2	15	3	0.005862	0.001172
Commons	MATH	704	0	0	0	1	50	3	38	2	0.01485	0.000782
Commons	MATH	197	1	0	1	1	47	10	29	8	0.011333	0.003126
Commons	MATH	198	0	0	1	1	74	8	39	14	0.01524	0.005471
Commons	MATH	199	1	0	1	1	382	37	116	39	0.04533	0.01524
Commons	MATH	1224	0	0	1	1	86	11	54	6	0.021102	0.002345
