Group	Project	BugID	NTk	NLocalTk	NDistTk	NDistCE
Wildfly	WFCORE	1369	30	1	18	1
Wildfly	WFCORE	1370	18	1	10	0
Wildfly	WFCORE	1373	68	4	46	3
Wildfly	WFCORE	1394	75	5	39	4
Wildfly	WFCORE	1395	18	0	10	0
Wildfly	WFCORE	1397	245	8	77	14
Wildfly	WFCORE	1398	17	4	13	3
Wildfly	WFCORE	1399	23	2	16	1
Wildfly	WFCORE	1406	16	1	14	0
Wildfly	WFCORE	1418	182	14	109	6
Wildfly	WFCORE	1420	36	1	24	0
Wildfly	WFCORE	1426	321	14	98	39
Wildfly	WFCORE	1428	40	0	21	1
Wildfly	WFCORE	1430	196	8	74	27
Wildfly	WFCORE	1432	7	1	6	2
Wildfly	WFCORE	1435	129	4	49	1
Wildfly	WFCORE	1437	214	13	70	24
Wildfly	WFCORE	1439	15	2	14	0
Wildfly	WFCORE	1448	149	9	65	4
Wildfly	WFCORE	1450	37	4	26	4
Wildfly	WFCORE	1452	29	2	20	3
Wildfly	WFCORE	1453	29	3	17	0
Wildfly	WFCORE	1456	80	8	49	4
Wildfly	WFCORE	1462	35	0	24	2
Wildfly	WFCORE	1464	17	1	12	3
Wildfly	WFCORE	1470	74	6	38	5
Wildfly	WFCORE	1471	65	7	39	5
Wildfly	WFCORE	1474	67	5	41	6
Wildfly	WFCORE	1479	34	2	20	0
Wildfly	WFCORE	1481	20	0	13	0
Wildfly	WFCORE	1486	100	13	50	8
Wildfly	WFCORE	1490	69	7	41	2
Wildfly	WFCORE	1491	28	1	20	1
Wildfly	WFCORE	1493	73	5	43	4
Wildfly	WFCORE	1501	138	9	67	16
Wildfly	WFCORE	1522	34	3	25	5
Wildfly	WFCORE	1523	29	0	24	1
Wildfly	WFCORE	1525	31	3	23	2
Wildfly	WFCORE	1528	80	12	57	2
Wildfly	WFCORE	1546	124	3	46	0
Wildfly	WFCORE	1552	158	4	64	4
Wildfly	WFCORE	1554	23	3	17	3
Wildfly	WFCORE	1557	36	1	28	2
Wildfly	WFCORE	1563	220	5	71	11
Wildfly	WFCORE	1570	143	6	68	1
Wildfly	WFCORE	1572	38	0	30	1
Wildfly	WFCORE	1578	446	5	143	28
Wildfly	WFCORE	1579	490	11	159	34
Wildfly	WFCORE	1590	70	5	52	9
Wildfly	WFCORE	1592	22	1	18	2
Wildfly	WFCORE	1595	50	4	22	0
Wildfly	WFCORE	1607	33	0	20	0
Wildfly	WFCORE	1611	117	5	64	4
Wildfly	WFCORE	1617	78	2	32	1
Wildfly	WFCORE	1625	128	2	34	0
Wildfly	WFCORE	1627	117	4	40	0
Wildfly	WFCORE	1635	344	4	100	45
Wildfly	WFCORE	1640	48	8	36	11
Wildfly	WFCORE	1642	31	1	24	0
Wildfly	WFCORE	1644	39	8	29	7
Wildfly	WFCORE	1647	70	2	49	3
Wildfly	WFCORE	1657	149	6	50	5
Wildfly	WFCORE	1686	27	2	20	2
Wildfly	WFCORE	1687	31	0	20	1
Wildfly	WFCORE	1699	29	3	18	6
Wildfly	WFCORE	1706	51	1	20	1
Wildfly	WFCORE	1708	1756	65	300	125
Wildfly	WFCORE	1710	26	4	22	2
Wildfly	WFCORE	1714	44	2	23	0
Wildfly	WFCORE	1715	68	6	39	9
Wildfly	WFCORE	1718	118	2	67	5
Wildfly	WFCORE	1731	213	4	68	39
Wildfly	WFCORE	1743	115	8	73	7
Wildfly	WFCORE	1756	14	0	10	0
Wildfly	WFCORE	1761	16	3	13	1
Wildfly	WFCORE	1765	151	2	65	24
Wildfly	WFCORE	1771	195	7	58	31
Wildfly	WFCORE	1785	378	10	110	58
Wildfly	WFCORE	1793	293	8	65	5
Wildfly	WFCORE	1799	81	2	48	3
Wildfly	WFCORE	1805	31	3	22	1
Wildfly	WFCORE	1807	69	6	38	7
Wildfly	WFCORE	1812	8	1	8	1
Wildfly	WFCORE	1815	319	3	91	45
Wildfly	WFCORE	1821	44	2	25	3
Wildfly	WFCORE	1824	403	12	116	51
Wildfly	WFCORE	1845	573	31	103	48
Wildfly	WFCORE	1846	646	25	153	44
Wildfly	WFCORE	1847	59	3	29	3
Wildfly	WFCORE	1851	186	1	49	9
Wildfly	WFCORE	1864	46	1	21	3
Wildfly	WFCORE	1869	124	5	42	8
Wildfly	WFCORE	1896	275	0	47	9
Wildfly	WFCORE	1908	104	3	47	0
Wildfly	WFCORE	1915	46	1	32	3
Wildfly	WFCORE	1918	37	1	27	2
Wildfly	WFCORE	1922	43	1	32	1
Wildfly	WFCORE	1928	528	3	96	45
Wildfly	WFCORE	1936	59	1	32	0
Wildfly	WFCORE	1951	17	1	12	0
Wildfly	WFCORE	1959	170	1	41	1
Wildfly	WFCORE	1975	38	4	28	4
Wildfly	WFCORE	1980	25	0	16	0
Wildfly	WFCORE	1992	61	6	38	1
Wildfly	WFCORE	1997	277	10	85	41
Wildfly	WFCORE	2006	26	1	16	1
Wildfly	WFCORE	2008	23	0	13	0
Wildfly	WFCORE	2013	38	0	28	0
Wildfly	WFCORE	2017	295	11	114	18
Wildfly	WFCORE	2021	63	0	30	1
Wildfly	WFCORE	2026	150	15	86	12
Wildfly	WFLY	2048	76	3	46	3
Wildfly	WFLY	2051	132	0	56	5
Wildfly	WFLY	4100	465	10	100	69
Wildfly	WFLY	4101	108	4	63	7
Wildfly	WFLY	6152	180	16	83	30
Wildfly	WFLY	6153	451	14	116	56
Wildfly	WFLY	4106	175	3	79	7
Wildfly	WFLY	6155	29	0	12	4
Wildfly	WFLY	2061	23	0	12	0
Wildfly	WFLY	6160	26	0	20	2
Wildfly	WFLY	5464	116	7	46	7
Wildfly	WFLY	2069	117	2	42	1
Wildfly	WFLY	4120	201	8	111	12
Wildfly	WFLY	2075	26	2	19	3
Wildfly	WFLY	4067	56	2	35	8
Wildfly	WFLY	4129	14	0	13	2
Wildfly	WFLY	6178	155	8	60	19
Wildfly	WFLY	6491	65	3	44	2
Wildfly	WFLY	4132	67	4	52	3
Wildfly	WFLY	4133	17	0	15	0
Wildfly	WFLY	2090	211	9	61	30
Wildfly	WFLY	4139	281	21	131	37
Wildfly	WFLY	3421	205	4	94	0
Wildfly	WFLY	2096	43	1	33	5
Wildfly	WFLY	4149	29	4	24	5
Wildfly	WFLY	4151	63	2	46	5
Wildfly	WFLY	6200	51	2	39	4
Wildfly	WFLY	4153	364	16	111	41
Wildfly	WFLY	2399	33	1	19	2
Wildfly	WFLY	6685	118	1	59	4
Wildfly	WFLY	6154	99	4	45	5
Wildfly	WFLY	2114	54	0	28	0
Wildfly	WFLY	4167	18	1	14	1
Wildfly	WFLY	4168	60	1	20	3
Wildfly	WFLY	6220	30	1	17	2
Wildfly	WFLY	4173	82	4	34	4
Wildfly	WFLY	6223	92	1	51	0
Wildfly	WFLY	6225	122	2	70	9
Wildfly	WFLY	6228	4	0	4	0
Wildfly	WFLY	2136	21	2	20	4
Wildfly	WFLY	4185	164	6	92	11
Wildfly	WFLY	90	5987	73	307	151
Wildfly	WFLY	2141	104	5	41	21
Wildfly	WFLY	2146	31	2	25	1
Wildfly	WFLY	2390	5	1	5	1
Wildfly	WFLY	4198	115	3	54	23
Wildfly	WFLY	2065	48	2	33	1
Wildfly	WFLY	6250	129	4	40	7
Wildfly	WFLY	3345	54	2	28	1
Wildfly	WFLY	4205	199	14	97	26
Wildfly	WFLY	1913	31	0	17	0
Wildfly	WFLY	2160	44	2	28	1
Wildfly	WFLY	2161	58	3	40	2
Wildfly	WFLY	4210	91	3	36	2
Wildfly	WFLY	6264	210	4	59	36
Wildfly	WFLY	121	26	0	14	0
Wildfly	WFLY	6268	24	2	17	0
Wildfly	WFLY	2174	317	13	114	26
Wildfly	WFLY	3465	103	5	55	2
Wildfly	WFLY	2181	9	1	9	1
Wildfly	WFLY	6278	56	3	43	2
Wildfly	WFLY	2753	19	1	18	3
Wildfly	WFLY	4234	860	22	232	54
Wildfly	WFLY	3095	45	0	26	1
Wildfly	WFLY	2188	1887	128	197	51
Wildfly	WFLY	2191	32	2	18	5
Wildfly	WFLY	6288	334	2	81	44
Wildfly	WFLY	3619	140	1	76	2
Wildfly	WFLY	2197	19	1	17	1
Wildfly	WFLY	4247	51	3	37	3
Wildfly	WFLY	4249	1255	59	248	150
Wildfly	WFLY	4250	293	15	139	30
Wildfly	WFLY	2203	319	10	93	20
Wildfly	WFLY	2204	16	0	9	0
Wildfly	WFLY	2205	81	4	30	6
Wildfly	WFLY	2206	14	0	14	0
Wildfly	WFLY	6303	284	4	58	23
Wildfly	WFLY	6304	41	5	28	6
Wildfly	WFLY	2209	18	0	13	0
Wildfly	WFLY	2210	22	2	18	4
Wildfly	WFLY	2213	948	21	156	125
Wildfly	WFLY	2214	84	3	53	10
Wildfly	WFLY	4263	58	5	36	8
Wildfly	WFLY	6315	2417	16	225	145
Wildfly	WFLY	6316	13	1	11	0
Wildfly	WFLY	2221	130	2	44	23
Wildfly	WFLY	2224	85	2	51	0
Wildfly	WFLY	4273	77	3	50	2
Wildfly	WFLY	2226	18	0	11	1
Wildfly	WFLY	4275	46	2	39	3
Wildfly	WFLY	4277	33	2	28	5
Wildfly	WFLY	6327	909	6	129	83
Wildfly	WFLY	3479	42	10	34	11
Wildfly	WFLY	4285	472	5	116	42
Wildfly	WFLY	6336	407	22	141	51
Wildfly	WFLY	6340	24	0	17	0
Wildfly	WFLY	2081	203	5	66	31
Wildfly	WFLY	6350	331	7	82	7
Wildfly	WFLY	2255	5	1	5	1
Wildfly	WFLY	4308	67	4	43	4
Wildfly	WFLY	7713	7	0	6	0
Wildfly	WFLY	4310	386	4	173	26
Wildfly	WFLY	2266	746	19	158	42
Wildfly	WFLY	4093	28	0	20	1
Wildfly	WFLY	4320	620	7	110	60
Wildfly	WFLY	2273	52	3	34	3
Wildfly	WFLY	4323	229	7	96	3
Wildfly	WFLY	1745	86	4	52	6
Wildfly	WFLY	6376	165	5	106	7
Wildfly	WFLY	2281	79	0	54	4
Wildfly	WFLY	4331	403	2	87	54
Wildfly	WFLY	4339	340	5	57	23
Wildfly	WFLY	4340	14	0	10	0
Wildfly	WFLY	4341	46	2	26	1
Wildfly	WFLY	2296	6	0	6	0
Wildfly	WFLY	4347	225	4	90	39
Wildfly	WFLY	2304	13	1	11	1
Wildfly	WFLY	2305	39	3	26	3
Wildfly	WFLY	6402	82	2	54	2
Wildfly	WFLY	2308	379	7	142	48
Wildfly	WFLY	6405	52	4	36	4
Wildfly	WFLY	2312	40	1	30	1
Wildfly	WFLY	2313	180	14	60	25
Wildfly	WFLY	2775	366	26	147	30
Wildfly	WFLY	2319	219	26	98	29
Wildfly	WFLY	2320	33	0	20	0
Wildfly	WFLY	2321	16	0	15	0
Wildfly	WFLY	6903	167	6	65	31
Wildfly	WFLY	2324	5	0	5	0
Wildfly	WFLY	2328	494	1	112	43
Wildfly	WFLY	2329	35	1	26	1
Wildfly	WFLY	2333	8	0	8	1
Wildfly	WFLY	2335	45	5	39	6
Wildfly	WFLY	2336	155	8	66	13
Wildfly	WFLY	6434	36	1	18	2
Wildfly	WFLY	4388	11	1	11	0
Wildfly	WFLY	4391	11	0	10	2
Wildfly	WFLY	2344	201	3	90	8
Wildfly	WFLY	2345	20	0	11	0
Wildfly	WFLY	2346	27	0	19	0
Wildfly	WFLY	3556	387	23	139	46
Wildfly	WFLY	2352	153	0	90	4
Wildfly	WFLY	2354	115	12	71	15
Wildfly	WFLY	6453	13	1	13	2
Wildfly	WFLY	2359	23	0	16	2
Wildfly	WFLY	4409	419	22	108	45
Wildfly	WFLY	2783	115	12	63	12
Wildfly	WFLY	6197	26	1	20	1
Wildfly	WFLY	2370	158	5	65	27
Wildfly	WFLY	2371	60	6	39	10
Wildfly	WFLY	2373	6	0	6	0
Wildfly	WFLY	4423	455	4	110	51
Wildfly	WFLY	2376	354	10	95	11
Wildfly	WFLY	4426	64	5	33	6
Wildfly	WFLY	6199	374	4	89	44
Wildfly	WFLY	2381	1	0	1	1
Wildfly	WFLY	4435	197	5	65	2
Wildfly	WFLY	2057	18	2	12	2
Wildfly	WFLY	6485	81	3	49	11
Wildfly	WFLY	4438	13	0	8	1
Wildfly	WFLY	7240	63	1	44	4
Wildfly	WFLY	4441	224	6	83	32
Wildfly	WFLY	4443	1579	22	216	172
Wildfly	WFLY	2397	19	0	14	0
Wildfly	WFLY	2398	33	1	19	2
Wildfly	WFLY	4447	167	2	65	20
Wildfly	WFLY	2401	22	2	14	2
Wildfly	WFLY	2402	41	3	31	5
Wildfly	WFLY	4451	44	2	28	6
Wildfly	WFLY	6501	267	15	98	37
Wildfly	WFLY	6502	7	0	7	1
Wildfly	WFLY	6504	192	3	64	1
Wildfly	WFLY	6505	69	4	46	3
Wildfly	WFLY	2410	24	0	14	0
Wildfly	WFLY	2411	26	0	22	2
Wildfly	WFLY	4464	39	1	24	3
Wildfly	WFLY	6514	63	3	45	6
Wildfly	WFLY	3475	43	0	28	4
Wildfly	WFLY	2420	156	0	93	4
Wildfly	WFLY	6517	27	1	16	3
Wildfly	WFLY	4470	60	0	33	0
Wildfly	WFLY	6522	35	0	23	0
Wildfly	WFLY	4475	22	0	14	1
Wildfly	WFLY	2428	17	1	14	0
Wildfly	WFLY	3136	55	2	40	0
Wildfly	WFLY	3968	39	4	28	3
Wildfly	WFLY	4483	65	3	48	2
Wildfly	WFLY	3478	69	3	39	2
Wildfly	WFLY	2438	66	5	41	9
Wildfly	WFLY	4487	29	2	19	4
Wildfly	WFLY	4489	431	3	84	33
Wildfly	WFLY	1431	725	4	102	96
Wildfly	WFLY	3194	116	7	55	7
Wildfly	WFLY	4498	15	0	10	1
Wildfly	WFLY	6550	50	1	32	2
Wildfly	WFLY	1571	1662	14	137	80
Wildfly	WFLY	6552	124	3	47	20
Wildfly	WFLY	2458	1602	12	197	94
Wildfly	WFLY	3823	103	5	64	7
Wildfly	WFLY	4511	84	2	57	6
Wildfly	WFLY	6561	255	11	74	11
Wildfly	WFLY	2466	150	6	56	24
Wildfly	WFLY	2467	11	1	11	2
Wildfly	WFLY	6564	98	3	42	3
Wildfly	WFLY	6566	583	18	112	55
Wildfly	WFLY	2474	86	0	30	1
Wildfly	WFLY	6215	75	8	40	3
Wildfly	WFLY	2476	9	0	8	0
Wildfly	WFLY	2477	42	0	30	4
Wildfly	WFLY	2480	92	1	35	0
Wildfly	WFLY	2120	198	10	94	24
Wildfly	WFLY	6579	129	10	77	20
Wildfly	WFLY	6585	248	19	78	24
Wildfly	WFLY	6588	41	0	24	1
Wildfly	WFLY	2494	55	5	39	5
Wildfly	WFLY	6591	152	9	64	15
Wildfly	WFLY	2499	266	7	101	35
Wildfly	WFLY	4548	202	10	90	23
Wildfly	WFLY	4549	377	22	101	46
Wildfly	WFLY	2502	196	10	64	32
Wildfly	WFLY	6599	285	13	88	32
Wildfly	WFLY	6600	880	39	164	68
Wildfly	WFLY	2505	33	3	27	2
Wildfly	WFLY	2506	70	4	34	11
Wildfly	WFLY	2507	105	6	76	16
Wildfly	WFLY	6604	6	0	6	0
Wildfly	WFLY	2511	349	10	89	40
Wildfly	WFLY	2513	7	1	7	0
Wildfly	WFLY	6610	976	47	289	16
Wildfly	WFLY	2515	328	9	76	34
Wildfly	WFLY	2519	26	1	21	3
Wildfly	WFLY	2521	119	6	64	5
Wildfly	WFLY	2522	235	11	79	23
Wildfly	WFLY	2526	39	3	30	1
Wildfly	WFLY	6624	9	0	9	0
Wildfly	WFLY	2530	84	1	46	0
Wildfly	WFLY	4579	1051	16	164	67
Wildfly	WFLY	4580	43	1	32	5
Wildfly	WFLY	2129	268	6	124	17
Wildfly	WFLY	2536	8	0	8	0
Wildfly	WFLY	2538	19	0	14	1
Wildfly	WFLY	3533	53	2	34	5
Wildfly	WFLY	4590	29	0	17	0
Wildfly	WFLY	7518	127	3	51	27
Wildfly	WFLY	6645	380	12	97	43
Wildfly	WFLY	3623	481	4	117	52
Wildfly	WFLY	1899	347	7	86	36
Wildfly	WFLY	4602	154	22	89	31
Wildfly	WFLY	4604	172	20	90	33
Wildfly	WFLY	6653	41	0	12	0
Wildfly	WFLY	2559	16	0	15	3
Wildfly	WFLY	2475	71	0	23	1
Wildfly	WFLY	4612	34	4	28	5
Wildfly	WFLY	2566	7	0	7	1
Wildfly	WFLY	6663	666	20	128	89
Wildfly	WFLY	2569	31	0	26	1
Wildfly	WFLY	2570	88	0	33	0
Wildfly	WFLY	6667	8	1	8	1
Wildfly	WFLY	2574	96	3	46	8
Wildfly	WFLY	2575	110	10	45	16
Wildfly	WFLY	4624	330	16	86	42
Wildfly	WFLY	6674	85	1	52	3
Wildfly	WFLY	2584	64	9	46	6
Wildfly	WFLY	4635	24	1	17	3
Wildfly	WFLY	2588	125	4	55	16
Wildfly	WFLY	6234	14	1	13	2
Wildfly	WFLY	2591	434	8	116	65
Wildfly	WFLY	6576	54	0	33	2
Wildfly	WFLY	4644	32	0	16	0
Wildfly	WFLY	4645	36	0	20	0
Wildfly	WFLY	4647	62	2	40	2
Wildfly	WFLY	4654	91	2	50	1
Wildfly	WFLY	4657	251	4	97	10
Wildfly	WFLY	3507	28	2	24	2
Wildfly	WFLY	4660	5	0	5	0
Wildfly	WFLY	2614	91	3	49	13
Wildfly	WFLY	3508	48	2	32	3
Wildfly	WFLY	2618	39	2	37	7
Wildfly	WFLY	2619	26	0	18	0
Wildfly	WFLY	4668	68	1	43	2
Wildfly	WFLY	4670	114	1	51	4
Wildfly	WFLY	2625	46	1	33	3
Wildfly	WFLY	4678	275	0	68	41
Wildfly	WFLY	6727	26	2	23	1
Wildfly	WFLY	6728	48	4	36	2
Wildfly	WFLY	4684	104	2	50	3
Wildfly	WFLY	4686	74	0	32	2
Wildfly	WFLY	4690	411	9	63	28
Wildfly	WFLY	2644	25	2	23	2
Wildfly	WFLY	6741	273	16	86	45
Wildfly	WFLY	4697	127	4	71	2
Wildfly	WFLY	2650	22	2	17	4
Wildfly	WFLY	2651	465	9	106	66
Wildfly	WFLY	2654	115	5	56	9
Wildfly	WFLY	2656	292	7	70	36
Wildfly	WFLY	6754	161	3	67	0
Wildfly	WFLY	2663	25	1	15	0
Wildfly	WFLY	4715	35	1	28	2
Wildfly	WFLY	4882	99	0	48	1
Wildfly	WFLY	2612	111	3	60	3
Wildfly	WFLY	4720	48	3	34	5
Wildfly	WFLY	2674	40	6	34	7
Wildfly	WFLY	6772	89	7	50	18
Wildfly	WFLY	2679	255	14	76	39
Wildfly	WFLY	6776	60	0	44	1
Wildfly	WFLY	2681	105	6	55	1
Wildfly	WFLY	4730	276	18	108	23
Wildfly	WFLY	4732	8	0	8	0
Wildfly	WFLY	7274	349	10	133	43
Wildfly	WFLY	6782	109	0	53	0
Wildfly	WFLY	4735	27	0	15	2
Wildfly	WFLY	4736	57	0	38	4
Wildfly	WFLY	2690	186	10	86	8
Wildfly	WFLY	6787	14	0	8	1
Wildfly	WFLY	2695	69	2	41	4
Wildfly	WFLY	2696	41	3	30	5
Wildfly	WFLY	4746	5	0	5	0
Wildfly	WFLY	4748	116	8	64	10
Wildfly	WFLY	6798	46	2	36	0
Wildfly	WFLY	4751	171	5	84	7
Wildfly	WFLY	2704	41	0	34	1
Wildfly	WFLY	4754	175	6	62	29
Wildfly	WFLY	4757	658	22	200	77
Wildfly	WFLY	2718	237	1	51	31
Wildfly	WFLY	6817	115	2	42	25
Wildfly	WFLY	2725	82	3	47	3
Wildfly	WFLY	2728	29	2	21	4
Wildfly	WFLY	4777	116	2	47	2
Wildfly	WFLY	2730	63	2	31	0
Wildfly	WFLY	2732	35	0	20	1
Wildfly	WFLY	2735	294	12	74	38
Wildfly	WFLY	4786	56	0	41	3
Wildfly	WFLY	2739	45	2	32	1
Wildfly	WFLY	6838	36	1	31	1
Wildfly	WFLY	4792	37	2	30	5
Wildfly	WFLY	6841	50	0	19	0
Wildfly	WFLY	2746	17	0	15	1
Wildfly	WFLY	2747	23	0	22	1
Wildfly	WFLY	6602	6	0	6	0
Wildfly	WFLY	3092	26	2	23	2
Wildfly	WFLY	4800	38	2	24	0
Wildfly	WFLY	4801	157	2	74	5
Wildfly	WFLY	2754	23	0	23	2
Wildfly	WFLY	6603	6	0	6	0
Wildfly	WFLY	2756	54	0	33	0
Wildfly	WFLY	2760	43	3	38	4
Wildfly	WFLY	1484	42	1	30	4
Wildfly	WFLY	2762	82	3	47	5
Wildfly	WFLY	2596	69	11	58	4
Wildfly	WFLY	4815	13	1	13	3
Wildfly	WFLY	2768	22	3	19	0
Wildfly	WFLY	3105	74	4	58	3
Wildfly	WFLY	2773	96	4	52	6
Wildfly	WFLY	2774	62	1	37	0
Wildfly	WFLY	6871	270	6	115	33
Wildfly	WFLY	2777	313	10	104	47
Wildfly	WFLY	2780	196	9	64	32
Wildfly	WFLY	6877	952	29	254	90
Wildfly	WFLY	2782	13	1	11	1
Wildfly	WFLY	6879	13	3	11	1
Wildfly	WFLY	2785	291	18	146	23
Wildfly	WFLY	2789	84	9	53	13
Wildfly	WFLY	4839	233	16	99	15
Wildfly	WFLY	6888	5	0	5	0
Wildfly	WFLY	2794	22	1	15	2
Wildfly	WFLY	4844	72	4	40	4
Wildfly	WFLY	6898	578	15	131	101
Wildfly	WFLY	6902	147	14	79	2
Wildfly	WFLY	2807	104	6	57	3
Wildfly	WFLY	2808	9	2	6	2
Wildfly	WFLY	2809	27	0	21	2
Wildfly	WFLY	6906	18	1	14	0
Wildfly	WFLY	4861	108	2	46	0
Wildfly	WFLY	2817	251	25	94	53
Wildfly	WFLY	4869	156	0	49	23
Wildfly	WFLY	2829	14	1	12	0
Wildfly	WFLY	2830	20	2	18	3
Wildfly	WFLY	4880	30	1	20	0
Wildfly	WFLY	2481	45	1	27	5
Wildfly	WFLY	786	125	13	57	11
Wildfly	WFLY	3203	252	12	86	31
Wildfly	WFLY	2836	86	0	52	4
Wildfly	WFLY	789	72	1	50	0
Wildfly	WFLY	6935	3	0	3	1
Wildfly	WFLY	2840	98	5	47	13
Wildfly	WFLY	1710	222	18	95	24
Wildfly	WFLY	1499	113	7	70	6
Wildfly	WFLY	2852	50	2	42	3
Wildfly	WFLY	2853	67	5	45	12
Wildfly	WFLY	6950	79	3	55	4
Wildfly	WFLY	4904	403	11	89	47
Wildfly	WFLY	4905	42	1	29	2
Wildfly	WFLY	3738	243	14	110	15
Wildfly	WFLY	4908	950	13	153	47
Wildfly	WFLY	2862	72	8	48	4
Wildfly	WFLY	2865	84	14	60	18
Wildfly	WFLY	2866	38	1	22	2
Wildfly	WFLY	4917	18	0	10	0
Wildfly	WFLY	4918	64	0	45	2
Wildfly	WFLY	2871	374	2	94	33
Wildfly	WFLY	6969	22	1	21	7
Wildfly	WFLY	2687	45	2	29	1
Wildfly	WFLY	4925	85	6	56	9
Wildfly	WFLY	2869	997	25	173	123
Wildfly	WFLY	2880	168	4	69	28
Wildfly	WFLY	2881	29	3	27	4
Wildfly	WFLY	4931	63	5	40	6
Wildfly	WFLY	2885	263	7	98	30
Wildfly	WFLY	6982	23	1	15	0
Wildfly	WFLY	2887	290	19	84	19
Wildfly	WFLY	4936	248	14	71	49
Wildfly	WFLY	4938	2529	24	225	132
Wildfly	WFLY	4939	366	4	113	48
Wildfly	WFLY	4941	718	13	167	90
Wildfly	WFLY	2896	118	4	42	18
Wildfly	WFLY	6996	147	16	81	5
Wildfly	WFLY	2901	16	1	15	0
Wildfly	WFLY	2902	37	7	27	2
Wildfly	WFLY	2873	30	3	21	5
Wildfly	WFLY	7000	68	1	40	1
Wildfly	WFLY	5604	102	2	72	6
Wildfly	WFLY	4954	105	2	61	3
Wildfly	WFLY	4957	359	6	47	22
Wildfly	WFLY	2910	19	0	12	1
Wildfly	WFLY	5605	55	1	31	3
Wildfly	WFLY	2912	41	1	28	0
Wildfly	WFLY	4961	9	1	9	2
Wildfly	WFLY	2875	6	0	6	0
Wildfly	WFLY	2917	277	4	66	1
Wildfly	WFLY	2918	86	1	44	5
Wildfly	WFLY	2920	318	16	85	29
Wildfly	WFLY	2921	58	3	32	10
Wildfly	WFLY	1511	52	3	39	4
Wildfly	WFLY	7021	19	0	10	1
Wildfly	WFLY	2877	18	0	17	0
Wildfly	WFLY	4977	17	0	9	0
Wildfly	WFLY	4978	197	7	68	31
Wildfly	WFLY	2932	13	1	12	2
Wildfly	WFLY	2934	167	8	57	30
Wildfly	WFLY	4983	97	6	69	1
Wildfly	WFLY	7034	49	0	25	3
Wildfly	WFLY	7037	68	7	53	5
Wildfly	WFLY	2942	15	0	12	0
Wildfly	WFLY	7139	402	5	114	60
Wildfly	WFLY	2949	36	0	27	2
Wildfly	WFLY	2950	59	5	42	5
Wildfly	WFLY	4999	22	1	21	7
Wildfly	WFLY	2306	119	5	59	17
Wildfly	WFLY	5004	41	1	22	0
Wildfly	WFLY	5005	401	2	125	44
Wildfly	WFLY	5006	47	2	28	6
Wildfly	WFLY	2962	320	9	99	42
Wildfly	WFLY	5011	712	4	142	77
Wildfly	WFLY	2964	115	11	47	13
Wildfly	WFLY	2542	42	7	33	5
Wildfly	WFLY	5014	7	0	7	0
Wildfly	WFLY	5015	22	0	14	2
Wildfly	WFLY	922	44	0	25	2
Wildfly	WFLY	2972	63	2	39	4
Wildfly	WFLY	5021	90	1	35	6
Wildfly	WFLY	5022	29	0	16	0
Wildfly	WFLY	2977	1347	16	182	177
Wildfly	WFLY	2886	55	1	35	2
Wildfly	WFLY	5030	159	1	72	24
Wildfly	WFLY	5032	36	0	23	0
Wildfly	WFLY	5035	32	2	29	2
Wildfly	WFLY	7084	4	0	4	0
Wildfly	WFLY	2992	16	2	12	2
Wildfly	WFLY	2993	67	2	27	13
Wildfly	WFLY	4016	20	0	13	1
Wildfly	WFLY	5045	612	13	169	48
Wildfly	WFLY	2998	16	2	15	2
Wildfly	WFLY	3913	206	3	66	10
Wildfly	WFLY	3000	127	1	57	0
Wildfly	WFLY	3002	37	3	24	2
Wildfly	WFLY	5051	47	0	29	3
Wildfly	WFLY	3004	107	1	51	4
Wildfly	WFLY	3007	32	2	24	2
Wildfly	WFLY	3008	221	6	70	25
Wildfly	WFLY	7106	21	0	17	0
Wildfly	WFLY	2891	34	1	18	0
Wildfly	WFLY	5060	440	1	136	48
Wildfly	WFLY	3016	4	0	4	2
Wildfly	WFLY	7113	26	1	16	0
Wildfly	WFLY	3020	28	1	16	2
Wildfly	WFLY	5070	14	3	10	2
Wildfly	WFLY	3023	22	1	16	1
Wildfly	WFLY	7120	20	3	17	3
Wildfly	WFLY	3715	28	1	26	1
Wildfly	WFLY	5078	62	1	37	1
Wildfly	WFLY	5079	154	3	56	0
Wildfly	WFLY	2965	1137	32	190	100
Wildfly	WFLY	5081	765	15	165	62
Wildfly	WFLY	5082	1121	30	191	140
Wildfly	WFLY	5083	133	1	31	1
Wildfly	WFLY	5084	107	0	24	2
Wildfly	WFLY	5085	71	4	26	3
Wildfly	WFLY	5086	28	0	14	0
Wildfly	WFLY	5088	39	0	21	2
Wildfly	WFLY	5091	103	3	61	5
Wildfly	WFLY	3046	96	0	41	2
Wildfly	WFLY	3047	19	4	17	2
Wildfly	WFLY	5096	24	0	17	1
Wildfly	WFLY	1532	937	22	142	110
Wildfly	WFLY	7603	6	0	6	0
Wildfly	WFLY	5105	74	1	24	0
Wildfly	WFLY	5107	52	0	28	3
Wildfly	WFLY	5108	33	0	18	1
Wildfly	WFLY	835	728	18	136	65
Wildfly	WFLY	7163	36	4	20	5
Wildfly	WFLY	3069	19	1	14	0
Wildfly	WFLY	3073	60	4	39	9
Wildfly	WFLY	5123	498	2	143	74
Wildfly	WFLY	3076	26	1	19	3
Wildfly	WFLY	3078	69	0	37	1
Wildfly	WFLY	5132	344	2	84	48
Wildfly	WFLY	3090	83	3	52	3
Wildfly	WFLY	3091	21	1	12	0
