Key	Group	Project	BugID	Talks	Enums	Code	Stack	CountSummaryHints	CountDescHints	CountRemainHints	Grade	Sentences	Words	Syllables	ASW	ALS
camel122	Apache	CAMEL	122	0	0	0	0	0	0	0	12.270000	1	20	34	1.700000	20.000000
camel123	Apache	CAMEL	123	0	0	0	0	0	0	0	9.410000	3	36	62	1.720000	12.000000
camel8327	Apache	CAMEL	8327	0	0	1	0	2	15	4	12.260000	5	39	82	2.100000	7.800000
camel8329	Apache	CAMEL	8329	0	0	0	0	0	3	3	6.980000	3	13	23	1.770000	4.330000
camel140	Apache	CAMEL	140	0	0	0	0	1	2	2	12.590000	2	45	74	1.640000	22.500000
camel8336	Apache	CAMEL	8336	0	0	0	0	2	3	3	14.530000	3	44	91	2.070000	14.670000
camel8338	Apache	CAMEL	8338	0	0	1	0	1	7	2	11.230000	3	28	55	1.960000	9.330000
camel8339	Apache	CAMEL	8339	0	0	0	0	0	13	13	20.670000	13	61	178	2.920000	4.690000
camel8341	Apache	CAMEL	8341	0	0	1	1	0	54	41	28.610000	23	89	322	3.620000	3.870000
camel154	Apache	CAMEL	154	0	1	1	0	0	15	13	10.550000	14	160	294	1.840000	11.430000
camel158	Apache	CAMEL	158	0	0	0	0	0	0	0	7.770000	1	12	19	1.580000	12.000000
camel8352	Apache	CAMEL	8352	0	0	0	0	1	1	1	12.490000	4	75	132	1.760000	18.750000
camel8353	Apache	CAMEL	8353	0	0	0	0	1	3	3	9.080000	4	44	76	1.730000	11.000000
camel8355	Apache	CAMEL	8355	0	0	0	0	1	3	3	15.520000	2	33	69	2.090000	16.500000
camel8356	Apache	CAMEL	8356	0	0	0	0	1	4	4	14.410000	5	54	118	2.190000	10.800000
camel166	Apache	CAMEL	166	0	0	0	0	1	1	1	20.850000	4	28	80	2.860000	7.000000
camel8359	Apache	CAMEL	8359	0	0	0	0	1	3	3	16.280000	4	61	134	2.200000	15.250000
camel171	Apache	CAMEL	171	0	0	1	1	1	20	15	20.340000	15	59	172	2.920000	3.930000
camel173	Apache	CAMEL	173	0	0	0	1	0	75	47	29.570000	31	164	599	3.650000	5.290000
camel8369	Apache	CAMEL	8369	0	0	0	0	1	2	2	9.540000	5	60	104	1.730000	12.000000
camel189	Apache	CAMEL	189	0	0	1	0	2	4	2	6.080000	3	29	44	1.520000	9.670000
camel8382	Apache	CAMEL	8382	0	0	1	0	1	8	7	9.320000	11	96	175	1.820000	8.730000
camel191	Apache	CAMEL	191	0	0	0	0	0	3	3	6.730000	3	39	57	1.460000	13.000000
camel194	Apache	CAMEL	194	0	0	0	0	0	2	2	12.070000	3	42	79	1.880000	14.000000
camel197	Apache	CAMEL	197	0	1	0	0	0	1	1	12.430000	8	56	120	2.140000	7.000000
camel8393	Apache	CAMEL	8393	0	0	1	0	0	37	8	14.740000	8	106	226	2.130000	13.250000
camel203	Apache	CAMEL	203	0	0	0	0	1	4	4	12.640000	4	70	127	1.810000	17.500000
camel8401	Apache	CAMEL	8401	0	0	0	0	1	2	2	11.760000	4	59	108	1.830000	14.750000
camel210	Apache	CAMEL	210	0	0	0	0	0	0	0	10.030000	3	26	49	1.880000	8.670000
camel211	Apache	CAMEL	211	0	0	0	0	1	1	1	14.820000	2	16	37	2.310000	8.000000
camel9593	Apache	CAMEL	9593	0	0	0	0	0	2	2	18.420000	2	8	22	2.750000	4.000000
camel8409	Apache	CAMEL	8409	0	0	0	0	0	4	4	13.920000	7	189	304	1.610000	27.000000
camel8411	Apache	CAMEL	8411	0	0	0	0	0	3	3	5.560000	4	37	55	1.490000	9.250000
camel224	Apache	CAMEL	224	0	0	0	0	0	1	1	10.640000	3	24	47	1.960000	8.000000
camel8417	Apache	CAMEL	8417	0	0	1	0	0	6	3	15.960000	3	45	98	2.180000	15.000000
camel232	Apache	CAMEL	232	0	0	0	0	0	0	0	9.180000	1	3	6	2.000000	3.000000
camel8425	Apache	CAMEL	8425	0	0	0	0	1	2	2	13.870000	3	55	104	1.890000	18.330000
camel8426	Apache	CAMEL	8426	0	0	0	0	0	2	2	12.630000	3	54	97	1.800000	18.000000
camel8430	Apache	CAMEL	8430	0	0	0	0	1	2	2	11.320000	2	17	34	2.000000	8.500000
camel8431	Apache	CAMEL	8431	0	0	1	0	1	16	12	12.500000	9	98	198	2.020000	10.890000
camel8432	Apache	CAMEL	8432	0	0	0	0	0	1	1	8.960000	6	79	130	1.650000	13.170000
camel8434	Apache	CAMEL	8434	0	0	0	0	0	0	0	7.050000	2	21	33	1.570000	10.500000
camel8436	Apache	CAMEL	8436	0	0	0	0	2	2	2	10.980000	6	63	120	1.900000	10.500000
camel8437	Apache	CAMEL	8437	0	0	1	0	0	9	7	10.830000	24	71	152	2.140000	2.960000
camel247	Apache	CAMEL	247	0	1	1	0	0	8	0	3.970000	4	15	23	1.530000	3.750000
camel257	Apache	CAMEL	257	0	0	0	1	1	37	26	16.580000	84	341	884	2.590000	4.060000
camel261	Apache	CAMEL	261	0	1	1	0	0	9	4	4.640000	9	70	102	1.460000	7.780000
camel8455	Apache	CAMEL	8455	0	0	0	0	1	4	4	26.210000	2	46	128	2.780000	23.000000
camel8456	Apache	CAMEL	8456	0	0	0	0	1	3	3	15.700000	6	44	106	2.410000	7.330000
camel8457	Apache	CAMEL	8457	0	0	0	0	0	7	7	28.250000	6	24	86	3.580000	4.000000
camel8461	Apache	CAMEL	8461	0	0	1	0	0	5	4	8.840000	11	50	96	1.920000	4.550000
camel8462	Apache	CAMEL	8462	0	0	0	0	2	4	4	9.080000	3	40	66	1.650000	13.330000
camel271	Apache	CAMEL	271	0	0	1	0	2	10	8	9.930000	14	88	172	1.950000	6.290000
camel8464	Apache	CAMEL	8464	0	0	0	0	1	3	3	14.830000	6	47	109	2.320000	7.830000
camel8469	Apache	CAMEL	8469	0	0	1	0	0	12	10	12.320000	13	79	171	2.160000	6.080000
camel8476	Apache	CAMEL	8476	0	0	0	0	2	4	4	12.370000	8	176	289	1.640000	22.000000
camel8479	Apache	CAMEL	8479	0	0	0	0	1	0	0	14.680000	1	5	12	2.400000	5.000000
camel8484	Apache	CAMEL	8484	0	0	0	0	1	1	1	2.880000	3	15	21	1.400000	5.000000
camel9606	Apache	CAMEL	9606	0	1	1	0	0	28	4	10.870000	9	165	270	1.640000	18.330000
camel297	Apache	CAMEL	297	0	0	1	0	1	4	4	14.720000	8	26	64	2.460000	3.250000
camel8492	Apache	CAMEL	8492	0	0	1	1	1	7	4	13.240000	11	63	142	2.250000	5.730000
camel304	Apache	CAMEL	304	0	0	0	0	0	2	2	9.310000	3	10	20	2.000000	3.330000
camel9608	Apache	CAMEL	9608	0	0	0	1	0	69	65	62.210000	51	307	1963	6.390000	6.020000
camel8498	Apache	CAMEL	8498	0	0	0	0	2	4	4	15.890000	4	48	109	2.270000	12.000000
camel307	Apache	CAMEL	307	0	0	0	0	0	2	2	6.820000	2	31	43	1.390000	15.500000
camel8500	Apache	CAMEL	8500	0	0	0	1	2	28	17	18.170000	16	166	418	2.520000	10.380000
camel8505	Apache	CAMEL	8505	0	0	1	0	1	17	5	19.310000	6	41	112	2.730000	6.830000
camel8510	Apache	CAMEL	8510	0	0	0	1	2	10	7	37.970000	7	40	174	4.350000	5.710000
camel320	Apache	CAMEL	320	0	0	0	0	1	5	5	15.380000	3	47	99	2.110000	15.670000
camel8515	Apache	CAMEL	8515	0	0	0	1	1	8	4	19.650000	5	45	121	2.690000	9.000000
camel324	Apache	CAMEL	324	0	0	0	0	0	3	3	10.720000	5	71	125	1.760000	14.200000
camel8519	Apache	CAMEL	8519	0	0	0	0	0	1	1	12.190000	5	80	146	1.820000	16.000000
camel8520	Apache	CAMEL	8520	0	0	1	0	0	38	9	11.090000	13	130	251	1.930000	10.000000
camel329	Apache	CAMEL	329	0	0	0	0	1	2	2	8.180000	3	24	42	1.750000	8.000000
camel10104	Apache	CAMEL	10104	0	0	0	0	0	2	2	12.220000	5	51	103	2.020000	10.200000
camel340	Apache	CAMEL	340	0	0	1	0	1	8	8	7.050000	11	84	140	1.670000	7.640000
camel8539	Apache	CAMEL	8539	0	0	1	0	0	7	4	10.660000	6	107	175	1.640000	17.830000
camel8540	Apache	CAMEL	8540	0	0	1	0	1	5	4	14.550000	5	71	148	2.080000	14.200000
camel352	Apache	CAMEL	352	0	0	0	0	1	1	1	13.980000	4	65	128	1.970000	16.250000
camel8546	Apache	CAMEL	8546	0	0	0	1	1	26	23	11.630000	12	70	148	2.110000	5.830000
camel8547	Apache	CAMEL	8547	0	0	0	0	0	3	3	11.610000	3	17	36	2.120000	5.670000
camel363	Apache	CAMEL	363	0	0	1	1	1	77	70	15.310000	121	386	970	2.510000	3.190000
camel8556	Apache	CAMEL	8556	0	0	0	1	1	7	4	10.110000	6	25	51	2.040000	4.170000
camel370	Apache	CAMEL	370	0	0	0	0	1	1	1	11.300000	4	60	107	1.780000	15.000000
camel373	Apache	CAMEL	373	0	0	0	1	0	7	5	19.570000	4	61	151	2.480000	15.250000
camel374	Apache	CAMEL	374	0	0	0	0	1	2	2	13.060000	3	70	116	1.660000	23.330000
camel380	Apache	CAMEL	380	0	0	1	0	0	15	3	9.140000	7	50	93	1.860000	7.140000
camel383	Apache	CAMEL	383	0	0	0	0	2	7	7	21.350000	10	90	255	2.830000	9.000000
camel384	Apache	CAMEL	384	0	0	0	0	0	0	0	5.360000	3	17	27	1.590000	5.670000
camel8578	Apache	CAMEL	8578	0	0	0	0	0	2	2	4.770000	3	14	22	1.570000	4.670000
camel388	Apache	CAMEL	388	0	0	0	0	1	4	4	28.720000	3	25	87	3.480000	8.330000
camel8584	Apache	CAMEL	8584	0	0	0	0	1	5	5	13.510000	4	42	89	2.120000	10.500000
camel8585	Apache	CAMEL	8585	0	0	0	1	0	55	55	27.580000	38	352	1180	3.350000	9.260000
camel8587	Apache	CAMEL	8587	0	0	0	0	0	0	0	15.790000	2	44	85	1.930000	22.000000
camel8592	Apache	CAMEL	8592	0	0	0	0	1	4	4	11.800000	3	9	20	2.220000	3.000000
camel404	Apache	CAMEL	404	0	0	0	0	0	0	0	12.320000	2	12	26	2.170000	6.000000
camel8597	Apache	CAMEL	8597	0	0	0	0	1	4	4	13.880000	2	32	63	1.970000	16.000000
camel410	Apache	CAMEL	410	0	0	0	0	1	3	3	11.680000	5	87	151	1.740000	17.400000
camel412	Apache	CAMEL	412	0	0	0	0	2	2	2	9.250000	4	48	82	1.710000	12.000000
camel8607	Apache	CAMEL	8607	0	0	0	0	0	7	7	18.590000	8	75	194	2.590000	9.380000
camel8609	Apache	CAMEL	8609	0	0	0	0	0	0	0	11.520000	2	34	59	1.740000	17.000000
camel420	Apache	CAMEL	420	0	0	0	0	0	4	4	6.280000	7	67	103	1.540000	9.570000
camel430	Apache	CAMEL	430	0	0	1	0	1	8	8	22.720000	5	78	213	2.730000	15.600000
camel8624	Apache	CAMEL	8624	0	0	0	0	1	2	2	6.560000	3	9	16	1.780000	3.000000
camel8626	Apache	CAMEL	8626	0	0	1	0	2	15	8	13.440000	12	55	127	2.310000	4.580000
camel8628	Apache	CAMEL	8628	0	0	0	0	0	4	4	14.400000	4	83	154	1.860000	20.750000
camel8636	Apache	CAMEL	8636	0	0	0	0	0	0	0	10.760000	2	37	60	1.620000	18.500000
camel8643	Apache	CAMEL	8643	0	0	0	0	0	2	2	11.520000	4	68	118	1.740000	17.000000
camel457	Apache	CAMEL	457	0	0	0	0	0	4	4	14.150000	6	115	217	1.890000	19.170000
camel461	Apache	CAMEL	461	0	0	0	0	0	4	4	6.090000	6	36	59	1.640000	6.000000
camel462	Apache	CAMEL	462	0	0	1	1	0	3	1	11.610000	5	59	113	1.920000	11.800000
camel8660	Apache	CAMEL	8660	0	0	0	0	0	2	2	4.800000	5	52	72	1.380000	10.400000
camel8665	Apache	CAMEL	8665	0	0	0	0	0	3	3	1.470000	4	26	32	1.230000	6.500000
camel476	Apache	CAMEL	476	0	0	0	0	1	0	0	4.960000	1	9	13	1.440000	9.000000
camel8672	Apache	CAMEL	8672	0	0	1	0	0	8	2	16.250000	3	34	79	2.320000	11.330000
camel8673	Apache	CAMEL	8673	0	0	1	0	1	6	5	11.960000	6	54	110	2.040000	9.000000
camel8674	Apache	CAMEL	8674	0	1	0	0	0	5	4	15.660000	5	66	146	2.210000	13.200000
camel8682	Apache	CAMEL	8682	0	0	0	0	1	2	2	7.170000	4	60	86	1.430000	15.000000
camel8683	Apache	CAMEL	8683	0	0	0	0	1	1	1	9.850000	3	47	77	1.640000	15.670000
camel8687	Apache	CAMEL	8687	0	0	0	0	1	2	2	10.750000	4	35	68	1.940000	8.750000
camel8688	Apache	CAMEL	8688	0	0	0	0	1	3	3	8.650000	10	107	182	1.700000	10.700000
camel8689	Apache	CAMEL	8689	0	0	0	0	0	2	2	14.160000	7	127	244	1.920000	18.140000
camel498	Apache	CAMEL	498	0	0	0	0	0	0	0	7.630000	1	13	20	1.540000	13.000000
camel499	Apache	CAMEL	499	0	0	0	0	0	3	3	68.030000	13	34	238	7.000000	2.620000
camel8694	Apache	CAMEL	8694	0	0	1	1	3	47	23	30.770000	18	70	266	3.800000	3.890000
camel504	Apache	CAMEL	504	0	0	1	0	1	1	1	6.970000	4	51	76	1.490000	12.750000
camel505	Apache	CAMEL	505	0	0	1	0	0	1	0	7.850000	5	54	88	1.630000	10.800000
camel509	Apache	CAMEL	509	0	0	0	0	1	0	0	19.170000	1	7	19	2.710000	7.000000
camel8702	Apache	CAMEL	8702	0	0	0	0	1	4	4	22.320000	2	59	132	2.240000	29.500000
camel8707	Apache	CAMEL	8707	0	0	0	1	0	17	17	6.480000	28	95	167	1.760000	3.390000
camel8708	Apache	CAMEL	8708	0	0	0	0	0	1	1	9.220000	4	57	93	1.630000	14.250000
camel517	Apache	CAMEL	517	0	0	0	0	0	0	0	8.430000	4	37	64	1.730000	9.250000
camel518	Apache	CAMEL	518	0	0	0	0	1	0	0	9.940000	5	55	99	1.800000	11.000000
camel519	Apache	CAMEL	519	0	0	0	0	0	0	0	11.130000	1	8	16	2.000000	8.000000
camel520	Apache	CAMEL	520	0	0	0	0	1	0	0	10.120000	2	35	56	1.600000	17.500000
camel8713	Apache	CAMEL	8713	0	0	0	0	1	0	0	10.450000	4	75	119	1.590000	18.750000
camel522	Apache	CAMEL	522	0	0	0	0	0	4	4	15.430000	6	179	294	1.640000	29.830000
camel8715	Apache	CAMEL	8715	0	0	0	0	1	3	3	6.510000	12	75	125	1.670000	6.250000
camel524	Apache	CAMEL	524	0	0	0	0	1	10	10	16.030000	13	214	457	2.140000	16.460000
camel8718	Apache	CAMEL	8718	0	0	0	0	0	0	0	9.340000	3	29	52	1.790000	9.670000
camel528	Apache	CAMEL	528	0	0	0	0	1	3	3	8.960000	6	97	150	1.550000	16.170000
camel534	Apache	CAMEL	534	0	0	0	0	0	2	2	9.770000	2	9	18	2.000000	4.500000
camel536	Apache	CAMEL	536	0	0	1	0	0	11	7	11.040000	9	123	222	1.800000	13.670000
camel537	Apache	CAMEL	537	0	0	0	0	0	3	3	17.440000	18	397	822	2.070000	22.060000
camel8737	Apache	CAMEL	8737	0	1	1	1	0	20	10	13.840000	12	83	188	2.270000	6.920000
camel547	Apache	CAMEL	547	0	0	1	0	0	11	9	12.060000	11	148	281	1.900000	13.450000
camel548	Apache	CAMEL	548	0	0	0	0	0	2	2	6.080000	3	29	44	1.520000	9.670000
camel549	Apache	CAMEL	549	0	0	0	0	1	1	1	21.030000	2	19	53	2.790000	9.500000
camel550	Apache	CAMEL	550	0	0	1	1	0	37	25	49.700000	31	89	484	5.440000	2.870000
camel551	Apache	CAMEL	551	0	0	1	0	0	1	0	4.520000	5	37	54	1.460000	7.400000
camel8745	Apache	CAMEL	8745	0	0	0	0	0	8	8	45.800000	30	46	237	5.150000	1.530000
camel8746	Apache	CAMEL	8746	0	0	0	1	1	19	17	27.340000	12	78	267	3.420000	6.500000
camel8747	Apache	CAMEL	8747	0	0	0	0	0	1	1	3.840000	4	25	36	1.440000	6.250000
camel8748	Apache	CAMEL	8748	0	0	1	1	2	46	26	54.890000	20	66	387	5.860000	3.300000
camel558	Apache	CAMEL	558	0	0	0	0	0	3	3	19.090000	3	44	108	2.450000	14.670000
camel561	Apache	CAMEL	561	0	0	0	0	0	0	0	9.760000	5	66	113	1.710000	13.200000
camel562	Apache	CAMEL	562	0	0	0	1	0	36	24	43.810000	15	72	351	4.880000	4.800000
camel8756	Apache	CAMEL	8756	0	0	0	1	1	62	62	23.620000	65	418	1300	3.110000	6.430000
camel566	Apache	CAMEL	566	0	0	0	0	2	2	2	14.520000	3	55	107	1.950000	18.330000
camel567	Apache	CAMEL	567	0	0	0	0	0	3	3	16.230000	9	33	85	2.580000	3.670000
camel8765	Apache	CAMEL	8765	0	0	0	1	1	28	16	17.070000	9	52	134	2.580000	5.780000
camel574	Apache	CAMEL	574	0	0	0	0	0	0	0	11.250000	3	49	85	1.730000	16.330000
camel8768	Apache	CAMEL	8768	0	0	1	0	0	6	4	12.420000	6	99	181	1.830000	16.500000
camel577	Apache	CAMEL	577	0	0	0	0	1	5	5	13.880000	6	76	158	2.080000	12.670000
camel581	Apache	CAMEL	581	0	0	1	0	1	7	4	15.090000	5	22	54	2.450000	4.400000
camel8774	Apache	CAMEL	8774	0	0	0	0	1	4	4	9.960000	4	67	108	1.610000	16.750000
camel583	Apache	CAMEL	583	0	0	0	1	1	74	56	23.970000	45	163	527	3.230000	3.620000
camel584	Apache	CAMEL	584	0	0	0	1	2	18	11	50.680000	12	30	166	5.530000	2.500000
camel587	Apache	CAMEL	587	0	0	0	0	0	2	2	7.150000	2	29	42	1.450000	14.500000
camel8780	Apache	CAMEL	8780	0	0	1	0	0	7	5	14.330000	6	51	115	2.250000	8.500000
camel8782	Apache	CAMEL	8782	0	0	0	0	0	2	2	7.560000	5	72	107	1.490000	14.400000
camel8783	Apache	CAMEL	8783	0	0	0	0	0	7	7	9.420000	14	173	296	1.710000	12.360000
camel593	Apache	CAMEL	593	0	0	0	0	0	0	0	3.030000	3	19	26	1.370000	6.330000
camel8786	Apache	CAMEL	8786	0	0	0	0	2	4	4	15.500000	4	43	98	2.280000	10.750000
camel597	Apache	CAMEL	597	0	0	1	0	0	7	6	16.350000	8	50	125	2.500000	6.250000
camel8798	Apache	CAMEL	8798	0	0	1	1	3	22	17	12.640000	21	202	419	2.070000	9.620000
camel612	Apache	CAMEL	612	0	0	1	0	1	0	0	7.330000	6	65	103	1.580000	10.830000
camel618	Apache	CAMEL	618	0	0	0	0	3	8	8	11.970000	10	172	304	1.770000	17.200000
camel8295	Apache	CAMEL	8295	0	0	1	0	0	10	3	5.030000	8	53	81	1.530000	6.620000
camel620	Apache	CAMEL	620	0	0	0	1	1	40	24	79.490000	15	38	303	7.970000	2.530000
camel8816	Apache	CAMEL	8816	0	0	0	0	1	0	0	12.410000	2	36	64	1.780000	18.000000
camel629	Apache	CAMEL	629	0	0	0	0	2	6	6	15.380000	3	47	99	2.110000	15.670000
camel631	Apache	CAMEL	631	0	0	0	0	0	7	7	56.250000	21	56	336	6.000000	2.670000
camel634	Apache	CAMEL	634	0	0	0	0	1	1	1	19.940000	6	199	381	1.910000	33.170000
camel636	Apache	CAMEL	636	0	0	0	1	2	25	18	11.880000	17	159	321	2.020000	9.350000
camel8829	Apache	CAMEL	8829	0	0	0	1	1	61	59	47.640000	75	242	1271	5.250000	3.230000
camel642	Apache	CAMEL	642	0	0	0	0	0	3	3	13.760000	5	49	106	2.160000	9.800000
camel8841	Apache	CAMEL	8841	0	0	1	1	0	61	56	32.360000	40	118	468	3.970000	2.950000
camel651	Apache	CAMEL	651	0	0	0	0	1	4	4	12.960000	5	89	163	1.830000	17.800000
camel653	Apache	CAMEL	653	0	0	0	0	0	16	16	12.920000	13	166	331	1.990000	12.770000
camel655	Apache	CAMEL	655	0	0	1	0	0	2	1	11.340000	5	46	91	1.980000	9.200000
camel657	Apache	CAMEL	657	0	0	1	0	1	3	3	11.780000	7	51	106	2.080000	7.290000
camel664	Apache	CAMEL	664	0	0	0	0	0	0	0	11.530000	2	27	50	1.850000	13.500000
camel667	Apache	CAMEL	667	0	0	0	0	1	0	0	10.380000	5	100	154	1.540000	20.000000
camel8864	Apache	CAMEL	8864	0	0	1	0	0	10	8	16.150000	10	101	238	2.360000	10.100000
camel675	Apache	CAMEL	675	0	0	1	1	0	19	6	23.530000	8	37	117	3.160000	4.620000
camel677	Apache	CAMEL	677	0	0	0	0	0	0	0	5.880000	4	37	56	1.510000	9.250000
camel8871	Apache	CAMEL	8871	0	0	1	0	0	15	3	8.570000	7	67	116	1.730000	9.570000
camel685	Apache	CAMEL	685	0	0	0	0	0	3	3	8.900000	4	34	61	1.790000	8.500000
camel686	Apache	CAMEL	686	0	0	0	0	0	2	2	3.090000	3	14	20	1.430000	4.670000
camel688	Apache	CAMEL	688	0	0	0	0	1	0	0	10.210000	1	9	17	1.890000	9.000000
camel9672	Apache	CAMEL	9672	0	0	1	0	2	7	5	12.110000	6	73	142	1.950000	12.170000
camel691	Apache	CAMEL	691	0	0	0	0	1	2	2	9.080000	3	40	66	1.650000	13.330000
camel8885	Apache	CAMEL	8885	0	0	1	0	2	7	1	10.910000	3	37	68	1.840000	12.330000
camel694	Apache	CAMEL	694	0	1	1	0	1	19	10	35.490000	14	45	190	4.220000	3.210000
camel695	Apache	CAMEL	695	0	0	1	0	0	1	1	11.300000	5	33	68	2.060000	6.600000
camel696	Apache	CAMEL	696	0	0	1	0	1	8	3	6.720000	9	105	158	1.500000	11.670000
camel697	Apache	CAMEL	697	0	0	1	0	0	0	0	7.010000	5	33	56	1.700000	6.600000
camel10116	Apache	CAMEL	10116	0	0	1	1	2	23	19	47.080000	13	47	244	5.190000	3.620000
camel701	Apache	CAMEL	701	0	0	1	0	1	1	0	7.580000	5	55	88	1.600000	11.000000
camel702	Apache	CAMEL	702	0	1	1	1	1	73	47	20.690000	89	423	1234	2.920000	4.750000
camel8898	Apache	CAMEL	8898	0	1	0	1	2	14	9	58.670000	5	16	99	6.190000	3.200000
camel707	Apache	CAMEL	707	0	0	0	0	0	0	0	3.240000	7	50	68	1.360000	7.140000
camel8900	Apache	CAMEL	8900	0	0	0	0	0	1	1	11.030000	5	111	169	1.520000	22.200000
camel8901	Apache	CAMEL	8901	0	0	0	0	1	2	2	17.720000	2	21	52	2.480000	10.500000
camel710	Apache	CAMEL	710	0	0	0	0	0	3	3	9.180000	5	49	87	1.780000	9.800000
camel712	Apache	CAMEL	712	0	1	1	0	0	7	2	8.920000	9	100	171	1.710000	11.110000
camel713	Apache	CAMEL	713	0	0	1	0	1	14	7	9.360000	12	186	298	1.600000	15.500000
camel715	Apache	CAMEL	715	0	0	1	1	2	21	18	22.770000	24	49	156	3.180000	2.040000
camel8909	Apache	CAMEL	8909	0	0	0	0	0	0	0	6.970000	16	116	194	1.670000	7.250000
camel718	Apache	CAMEL	718	0	0	0	0	0	1	1	10.150000	2	33	54	1.640000	16.500000
camel8914	Apache	CAMEL	8914	0	0	1	0	1	28	13	9.850000	26	212	400	1.890000	8.150000
camel8916	Apache	CAMEL	8916	0	0	0	0	1	2	2	11.870000	4	32	66	2.060000	8.000000
camel727	Apache	CAMEL	727	0	0	0	0	0	3	3	14.620000	3	47	96	2.040000	15.670000
camel8923	Apache	CAMEL	8923	0	0	0	0	0	4	4	8.910000	10	94	166	1.770000	9.400000
camel8927	Apache	CAMEL	8927	0	0	0	0	0	2	2	6.950000	3	10	18	1.800000	3.330000
camel737	Apache	CAMEL	737	0	0	1	0	3	4	4	12.650000	6	34	75	2.210000	5.670000
camel738	Apache	CAMEL	738	0	0	0	0	0	2	2	9.380000	3	40	67	1.680000	13.330000
camel8315	Apache	CAMEL	8315	0	0	1	0	1	9	3	12.850000	4	28	61	2.180000	7.000000
camel741	Apache	CAMEL	741	0	0	0	0	2	1	1	8.270000	4	48	78	1.620000	12.000000
camel747	Apache	CAMEL	747	0	0	0	0	0	3	3	6.200000	5	60	87	1.450000	12.000000
camel8945	Apache	CAMEL	8945	0	0	0	0	0	1	1	3.350000	3	13	19	1.460000	4.330000
camel755	Apache	CAMEL	755	0	0	0	0	0	3	3	8.210000	5	52	87	1.670000	10.400000
camel756	Apache	CAMEL	756	0	0	0	0	1	5	5	23.880000	2	36	99	2.750000	18.000000
camel8949	Apache	CAMEL	8949
camel8950	Apache	CAMEL	8950	0	0	1	0	1	5	1	15.180000	2	46	85	1.850000	23.000000
camel8951	Apache	CAMEL	8951	0	0	0	0	1	4	4	5.770000	3	10	17	1.700000	3.330000
camel8954	Apache	CAMEL	8954	0	0	1	0	0	17	17	20.840000	14	125	349	2.790000	8.930000
camel763	Apache	CAMEL	763	0	0	0	0	2	4	4	13.710000	4	76	141	1.860000	19.000000
camel765	Apache	CAMEL	765	0	0	0	0	1	2	2	13.690000	3	39	80	2.050000	13.000000
camel8963	Apache	CAMEL	8963	0	0	0	0	0	0	0	12.420000	9	93	189	2.030000	10.330000
camel8964	Apache	CAMEL	8964	0	0	0	0	1	1	1	5.340000	4	43	61	1.420000	10.750000
camel773	Apache	CAMEL	773	0	0	0	0	1	0	0	4.380000	2	17	24	1.410000	8.500000
camel774	Apache	CAMEL	774	0	0	0	1	1	76	56	30.410000	43	304	1114	3.660000	7.070000
camel777	Apache	CAMEL	777	0	0	0	0	0	0	0	8.920000	2	16	29	1.810000	8.000000
camel782	Apache	CAMEL	782	0	0	1	0	1	5	3	9.850000	8	80	146	1.820000	10.000000
camel8978	Apache	CAMEL	8978	0	0	0	0	1	8	8	9.490000	14	246	380	1.540000	17.570000
camel1497	Apache	CAMEL	1497	0	0	1	0	1	1	1	10.510000	7	67	127	1.900000	9.570000
camel792	Apache	CAMEL	792	0	0	1	0	1	6	5	12.270000	13	119	245	2.060000	9.150000
camel793	Apache	CAMEL	793	0	0	0	0	0	1	1	7.790000	4	37	62	1.680000	9.250000
camel794	Apache	CAMEL	794	0	0	1	0	0	8	5	14.270000	6	66	143	2.170000	11.000000
camel795	Apache	CAMEL	795	0	0	0	0	1	7	7	11.540000	13	167	313	1.870000	12.850000
camel803	Apache	CAMEL	803	0	0	1	0	1	7	6	18.950000	6	65	167	2.570000	10.830000
camel806	Apache	CAMEL	806	0	0	0	0	0	0	0	10.180000	5	72	123	1.710000	14.400000
camel807	Apache	CAMEL	807	0	1	1	0	1	6	1	7.590000	5	68	103	1.510000	13.600000
camel811	Apache	CAMEL	811	0	0	0	0	0	0	0	7.440000	3	28	46	1.640000	9.330000
camel818	Apache	CAMEL	818	0	0	0	0	0	2	2	8.050000	4	68	98	1.440000	17.000000
camel9012	Apache	CAMEL	9012	0	0	0	0	0	0	0	8.880000	6	61	106	1.740000	10.170000
camel9013	Apache	CAMEL	9013	0	0	1	0	0	4	1	10.350000	4	65	108	1.660000	16.250000
camel826	Apache	CAMEL	826	0	0	0	0	0	0	0	5.860000	1	11	16	1.450000	11.000000
camel9019	Apache	CAMEL	9019	0	0	0	0	1	1	1	16.040000	2	21	49	2.330000	10.500000
camel834	Apache	CAMEL	834	0	0	1	0	1	9	9	9.350000	11	127	220	1.730000	11.550000
camel9027	Apache	CAMEL	9027	0	0	0	0	2	5	5	14.020000	4	41	89	2.170000	10.250000
camel9029	Apache	CAMEL	9029	0	0	0	0	0	2	2	12.110000	3	47	86	1.830000	15.670000
camel9032	Apache	CAMEL	9032	0	0	0	0	0	1	1	6.030000	4	35	54	1.540000	8.750000
camel842	Apache	CAMEL	842	0	0	0	0	1	2	2	7.600000	3	15	27	1.800000	5.000000
camel9035	Apache	CAMEL	9035	0	1	1	0	0	8	4	8.600000	8	90	151	1.680000	11.250000
camel9037	Apache	CAMEL	9037	0	0	0	0	1	3	3	15.110000	4	21	51	2.430000	5.250000
